codelist_name,urn,notation,label,description
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ES97,N/A,N/A,Puertos del Estado/Portel Spain
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ES98,N/A,N/A,Ministerio de Fomento - AENA
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ES99,N/A,N/A,Other competent National Authority (Spain)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ET2,N/A,N/A,National Bank of Ethiopia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ET3,N/A,N/A,Customs and Excise Administration (Ethiopia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ET4,N/A,N/A,Ministry of Finance (Ethiopia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FI1,N/A,N/A,Statistics Finland (Finland)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FI2,N/A,N/A,Bank of Finland (Finland)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FI3,N/A,N/A,National Board of Customs (Finland)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FI4,N/A,N/A,Ministry of Finance ((Finland)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FI97,N/A,N/A,Finnish Maritime Administration
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FI98,N/A,N/A,Finavia(Civil Aviation Administration)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FI99,N/A,N/A,Other competent National Authority (Finland)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FJ1,N/A,N/A,Bureau of Statistics (Fiji)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FJ2,N/A,N/A,Reserve Bank of Fiji
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FJ4,N/A,N/A,Ministry of Finance and National Planning (Fiji)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FJ99,N/A,N/A,Other competent National Authority (Fiji)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FM1,N/A,N/A,"Office of Planning and Statistics (Micronesia, Federated States of)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FM2,N/A,N/A,"Federal States of Micronesia Banking Board (Micronesia, Federated States of)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FM99,N/A,N/A,"Other competent National Authority (Micronesia, Federated States of)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FR1,N/A,N/A,Institut National de la Statistique et des Etudes Economiques - INSEE (France)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FR2,N/A,N/A,Banque de France (France)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FR3,N/A,N/A,"Ministere de l Equipement, des Transports et du Logement (France)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FR4,N/A,N/A,Ministère de l'Economie et des Finance (France)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FR5,N/A,N/A,Direction generale des douanes (France)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FR6,N/A,N/A,National Council of Credit (France)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FR97,N/A,N/A,DTMPL France
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FR98,N/A,N/A,DGAC(Direction General de l`Aviation Civil)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).FR99,N/A,N/A,Other competent National Authority (France)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GA2,N/A,N/A,Banque des États de l’Afrique Centrale (BEAC) (Gabon)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GA3,N/A,N/A,Ministere du Plan (Gabon)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GA4,N/A,N/A,"Ministry of Economy, Finance and Privatization (Gabon)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GA5,N/A,N/A,Trésorier-Payeur Général  du Gabon
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GB1,N/A,N/A,Office for National Statistics (United Kingdom)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GB2,N/A,N/A,Bank of England (United Kingdom)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GB3,N/A,N/A,"Department of Environment, Transport and the Regions (United Kingdom)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GB4,N/A,N/A,Department of Trade and Industry (United Kingdom)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GB9,N/A,N/A,NTC Economics (United Kingdom)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GB98,N/A,N/A,CAA (Civil Aviation Authority)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GB99,N/A,N/A,Other competent National Authority (United Kingdom)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GD2,N/A,N/A,Eastern Caribbean Central Bank (ECCB) (Grenada)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GD4,N/A,N/A,Ministry of Finance (Grenada)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GE1,N/A,N/A,State Department for Statistics of Georgia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GE2,N/A,N/A,National Bank of Georgia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GE4,N/A,N/A,Ministry of Finance (Georgia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GE99,N/A,N/A,Other competent National Authority (Georgia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GF1,N/A,N/A,"Institut National de la Statistique et des Etudes Economiques - INSEE - Service regional (Guiana, French)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GF99,N/A,N/A,"Other competent National Authority (Guiana, French)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GG6,N/A,N/A,"Financial Services Commission, Guernsey (GG)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GH1,N/A,N/A,Ghana Statistical Service
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GH2,N/A,N/A,Bank of Ghana
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GH4,N/A,N/A,Ministry of Finance (Ghana)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GH99,N/A,N/A,Other competent National Authority (Ghana)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GM1,N/A,N/A,Central Statistics Division (Gambia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GM2,N/A,N/A,Central Bank of the Gambia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GM4,N/A,N/A,Ministry of Finance and Economic Affairs (Gambia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GN1,N/A,N/A,Service de la Statistique generale et de la Mecanographie (Guinea)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GN2,N/A,N/A,Banque Centrale de la Republique de Guinee
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GN4,N/A,N/A,Ministere de l'Economie et des Finances (Guinea)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GN99,N/A,N/A,Other competent National Authority (Guinea)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GP1,N/A,N/A,Institut National de la Statistique et des Etudes Economiques - INSEE -Service regional (Guadeloupe)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GP99,N/A,N/A,Other competent National Authority (Guadeloupe)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GQ2,N/A,N/A,Banque des États de l’Afrique Centrale (BEAC) (Equatorial Guinea)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GQ4,N/A,N/A,Ministerio de  Economía y Hacienda (Equatorial Guinea)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GR1,N/A,N/A,National Statistical Service of Greece (Greece)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GR2,N/A,N/A,Bank of Greece (Greece)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GR4,N/A,N/A,Ministry of Economy and Finance (Greece)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GR98,N/A,N/A,Civil Aviation Authority
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GR99,N/A,N/A,Other competent National Authority (Greece)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GT1,N/A,N/A,Instituto Nacional de Estadistica (Guatemala)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GT2,N/A,N/A,Banco de Guatemala
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GT4,N/A,N/A,Ministerio de Finanzas Públicas (Guatemala)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GT99,N/A,N/A,Other competent National Authority (Guatemala)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GU1,N/A,N/A,Guam Bureau of Statistics
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GW2,N/A,N/A,Banque Centrale des États de l’Afrique de l’Ouest (BCEAO) (Guinea-Bissau)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GW4,N/A,N/A,Ministere de l'Economie et des Finances (Guinea-Bissau)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GY1,N/A,N/A,Statistical Bureau / Ministry of Planning (Guyana)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GY2,N/A,N/A,Bank of Guyana
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GY4,N/A,N/A,Ministry of Finance (Guyana)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).GY99,N/A,N/A,Other competent National Authority (Guyana)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HK1,N/A,N/A,"Census and Statistics Department (China, P.R.: Hong Kong)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HK2,N/A,N/A,Hong Kong Monetary Authority
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HK4,N/A,N/A,"Financial Services and the Treasury Bureau (Treasury) (China, P.R.: Hong Kong)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HK99,N/A,N/A,Other competent National Authority (Hong Kong)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HN1,N/A,N/A,Direccion General de Censos y Estadisticas (Honduras)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HN2,N/A,N/A,Banco Central de Honduras
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HN4,N/A,N/A,Ministerio de Hacienda y Crédito Público (Honduras)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HN99,N/A,N/A,Other competent National Authority (Honduras)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HR1,N/A,N/A,Central Bureau of Statistics (Croatia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HR2,N/A,N/A,Croatian National Bank
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HR4,N/A,N/A,Ministry of Finance (Croatia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HR99,N/A,N/A,Other competent National Authority (Croatia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HT1,N/A,N/A,Institut Haitien de Statistique et d' Informatique (Haiti)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HT2,N/A,N/A,Banque de la Republique d'Haiti
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HT4,N/A,N/A,Ministere de l'Economie et des Finances (Haiti)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HT99,N/A,N/A,Other competent National Authority (Haiti)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HU1,N/A,N/A,Hungarian Central Statistical Office
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HU2,N/A,N/A,National Bank of Hungary
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HU4,N/A,N/A,Ministry of Finance (Hungary)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).HU99,N/A,N/A,Other competent National Authority (Hungary)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).I22,N/A,N/A,Euro area 12 central banks
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).I32,N/A,N/A,Euro area 13 central banks
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).I42,N/A,N/A,Euro area 15 central banks
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).I52,N/A,N/A,Euro area 16 central banks
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).I62,N/A,N/A,Euro area 17 central banks
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).I72,N/A,N/A,Euro area 18 central banks
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).I82,N/A,N/A,Euro area 19 central banks
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ID1,N/A,N/A,BPS-Statistics Indonesia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ID2,N/A,N/A,Bank Indonesia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ID4,N/A,N/A,Ministry of Finance (Indonesia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).ID99,N/A,N/A,Other competent National Authority (Indonesia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IE1,N/A,N/A,Central Statistical Office (Ireland)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IE2,N/A,N/A,Central Bank of Ireland (Ireland)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IE3,N/A,N/A,The Office of the Revenue Commissioners (Ireland)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IE4,N/A,N/A,Department of Finance (Ireland)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IE99,N/A,N/A,Other competent National Authority (Ireland)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IL1,N/A,N/A,Central Bureau of Statistics (Israel)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IL2,N/A,N/A,Bank of Israel
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IL99,N/A,N/A,Other competent National Authority (Israel)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IM6,N/A,N/A,"Financial Supervision Commission, Isle of Man (IM)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IN2,N/A,N/A,Reserve Bank of India
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IN4,N/A,N/A,Ministry of Finance (India)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IQ2,N/A,N/A,Central Bank of Iraq
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IQ4,N/A,N/A,Ministry of Finance (Iraq)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IR2,N/A,N/A,The Central Bank of the Islamic Republic of Iran
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IS1,N/A,N/A,Statistics Iceland
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IS2,N/A,N/A,Central Bank of Iceland
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IS98,N/A,N/A,Civil Aviation Administration
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IS99,N/A,N/A,Other competent National Authority (Iceland)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IT1,N/A,N/A,Instituto Nazionale di Statistica (ISTAT) (Italy)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IT2,N/A,N/A,Banca d Italia (Italy)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IT3,N/A,N/A,Ufficio Italiano dei Cambi (Italy)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IT4,N/A,N/A,Ministero del Tesoro (Italy)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IT9,N/A,N/A,Instituto di Studi e Analisi Economica (Italy)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).IT99,N/A,N/A,Other competent National Authority (Italy)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).JE6,N/A,N/A,"Financial Services Commission, Jersey (JE)"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).JM1,N/A,N/A,Statistical Institute of Jamaica
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).JM2,N/A,N/A,Bank of Jamaica
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).JM4,N/A,N/A,Ministry of Finance and Planning (Jamaica)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).JM99,N/A,N/A,Other competent National Authority (Jamaica)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).JO1,N/A,N/A,Department of Statistics (Jordan)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).JO2,N/A,N/A,Central Bank of Jordan
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).JO4,N/A,N/A,Ministry of Finance (Jordan)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).JO99,N/A,N/A,Other competent National Authority (Jordan)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).JP1,N/A,N/A,Bureau of Statistics (Japan)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).JP2,N/A,N/A,Bank of Japan
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).JP4,N/A,N/A,Ministry of Finance (Japan)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).JP6,N/A,N/A,Financial Services Agency (Japan)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KE1,N/A,N/A,Central Bureau of Statistics (Kenya)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KE2,N/A,N/A,Central Bank of Kenya
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KE3,N/A,N/A,Ministry of Planning and National Development (Kenya)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KE4,N/A,N/A,Office of the Vice President and Ministry of Finance (Kenya)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KE99,N/A,N/A,Other competent National Authority (Kenya)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KG1,N/A,N/A,National Statistical Committee of Kyrgyz Republic
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KG2,N/A,N/A,National Bank of the Kyrgyz Republic
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KG4,N/A,N/A,Ministry of Finance (Kyrgyz Republic)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KG99,N/A,N/A,Other competent National Authority (Kyrgyz Republic)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KH1,N/A,N/A,National Institute of Statistics (Cambodia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KH2,N/A,N/A,National Bank of Cambodia
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KH4,N/A,N/A,Ministère de l'économie et des finances (Cambodia)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KI2,N/A,N/A,"Bank of Kiribati, Ltd"
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KI4,N/A,N/A,Ministry of Finance and Economic Planning (Kiribati)
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KM2,N/A,N/A,Banque Centrale des Comoros
Compiling organisation code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_ORGANISATION(1.7).KM4,N/A,N/A,"Ministere des Finances, du budget et du plan (Comoros)"
